Year,Units,display,criminal offences,Bundesland,GeoCode,Value
1994,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,5852.2759313065235
1995,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,5983.061011453066
1996,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,6315.61012964381
1997,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,6273.25151395508
1998,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,6055.088380713484
1999,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,5823.678261496851
2000,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,6042.875645963866
2001,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,5719.677251431546
2002,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,6865.810249019319
2003,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7075.43102018614
2004,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7384.27780558405
2005,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7384.378408373357
2006,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7629.257750842425
2007,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7162.618106587768
2008,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7638.729399853211
2009,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7335.319176573741
2010,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7133.975275660408
2011,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,6913.808952977356
2012,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7302.864644662802
2013,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7295.7
2014,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7641.5
2015,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7885.767439979374
2016,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7732.144632818299
2017,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7109.81075622259
2018,per 100 000 inhabitants,a) time series,???other or overall ???,sh,code01,7128.739361910788
1993,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7652.857031222679
1994,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8402.370907226514
1995,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8831.659905892831
1996,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8619.387109023173
1997,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8086.722260582265
1998,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8157.4212953626
1999,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8254.225281296352
2000,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7883.491948317963
2001,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8029.5263369367385
2002,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7761.986529183886
2003,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8210.910184138502
2004,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7871.042273186209
2005,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7510.03470988742
2006,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7311.845988093586
2007,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7366.8522968900825
2008,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7129.874471461003
2009,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,6787.28987578643
2010,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7107.244573655069
2011,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7227.656104288564
2012,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7705.7714725189935
2013,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7715.7
2014,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,8086.1
2015,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7764.234919761278
2016,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7949.763651109918
2017,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,7916.54039423458
2018,per 100 000 inhabitants,a) time series,???other or overall ???,sl,code10,6831.04534134645
1993,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,10814.782674380847
1994,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,10867.94753178266
1995,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,11616.502254146168
1996,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,11192.657122205326
1997,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,10846.800492121376
1998,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,10622.559525447887
1999,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,9950.458284371327
2000,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,9387.268722935663
2001,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,9090.811051065208
2002,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,9234.362442748212
2003,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,9074.730559974407
2004,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,9153.638624097786
2005,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8761.717326749327
2006,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8838.339868643743
2007,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8987.343714553628
2008,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8683.10808624918
2009,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8549.9086135022
2010,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8152.566478472611
2011,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8151.917004804592
2012,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8311.635604655085
2013,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8581.1
2014,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8664.7
2015,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8893.076775806201
2016,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8749.348688693235
2017,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,8342.17252796196
2018,per 100 000 inhabitants,a) time series,???other or overall ???,sn,code14,7900.0720171689645
1993,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,10172.416371889887
1994,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,9732.495548414827
1995,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,10232.419045769717
1996,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,9264.181260687541
1997,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,9055.634916155872
1998,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,9136.844009764254
1999,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8641.095695109409
2000,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8921.708762860444
2001,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8869.598929767044
2002,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,9225.219528319512
2003,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,9422.91634529314
2004,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,9173.319176877345
2005,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8701.11315831248
2006,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8636.898521119783
2007,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8646.52168303797
2008,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8562.115155020758
2009,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,8663.305582748022
2010,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,7912.868780194359
2011,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,7845.803093709087
2012,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,7562.736728062218
2013,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,7125.0
2014,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,7184.1
2015,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,7156.754969507542
2016,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,7224.961993399829
2017,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,6557.38558172555
2018,per 100 000 inhabitants,a) time series,???other or overall ???,st,code15,6467.320986317146
1993,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6331.543590364972
1994,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6501.610720193761
1995,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,7448.463322875518
1996,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,7447.761966115805
1997,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6959.749219740515
1998,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,7036.777158171852
1999,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6584.863983456923
2000,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6414.073672819436
2001,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6664.576612710928
2002,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6952.289717729194
2003,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6986.982176557107
2004,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6998.76534478748
2005,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6547.534137098368
2006,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6511.576850117929
2007,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6454.177219410351
2008,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6323.086581330269
2009,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6213.413546877702
2010,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6240.478805878391
2011,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6239.158874417859
2012,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6421.287466143014
2013,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6556.7
2014,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6574.3
2015,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6502.349126629355
2016,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6874.512257257289
2017,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6637.09474136845
2018,per 100 000 inhabitants,a) time series,???other or overall ???,th,code16,6654.7818548209025
1993,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,108.63544358812783
1994,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,108.57115211323179
1995,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,117.91810408563407
1996,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,124.4764387068916
1997,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,130.2930685122811
1998,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,135.31856350995176
1999,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,140.68727594304954
2000,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,143.54320121548108
2001,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,147.72424566883913
2002,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,155.61386341856584
2003,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,162.54192304468802
2004,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,171.4505089950788
2005,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,180.73137820150745
2006,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,185.64619738327383
2007,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,190.9909039639977
2008,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,186.88887204121562
2009,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,185.19323171771453
2010,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,177.85933496343156
2011,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,173.38247276481852
2012,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,169.40191390538033
2013,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,158.8
2014,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,155.7
2015,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,156.9
2016,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,170.40685660736332
2017,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,166.3
2018,per 100 000 inhabitants,a) time series,serious and grievous bodily harm,,,165.14448297282922
1993,per 100 000 inhabitants,a) time series,fraud,,,653.9238898478382
1994,per 100 000 inhabitants,a) time series,fraud,,,726.9543217313953
1995,per 100 000 inhabitants,a) time series,fraud,,,771.2072018378824
1996,per 100 000 inhabitants,a) time series,fraud,,,802.7246478109805
1997,per 100 000 inhabitants,a) time series,fraud,,,830.1916539902214
1998,per 100 000 inhabitants,a) time series,fraud,,,873.1141879988179
1999,per 100 000 inhabitants,a) time series,fraud,,,887.7220069192848
2000,per 100 000 inhabitants,a) time series,fraud,,,954.5907706899137
2001,per 100 000 inhabitants,a) time series,fraud,,,981.8610093997925
2002,per 100 000 inhabitants,a) time series,fraud,,,975.4320345360322
2003,per 100 000 inhabitants,a) time series,fraud,,,1084.116979374314
2004,per 100 000 inhabitants,a) time series,fraud,,,1165.5799492216177
2005,per 100 000 inhabitants,a) time series,fraud,,,1175.556926190171
2006,per 100 000 inhabitants,a) time series,fraud,,,1180.9476123319494
2007,per 100 000 inhabitants,a) time series,fraud,,,1129.741044110069
2008,per 100 000 inhabitants,a) time series,fraud,,,1098.8114254825507
2009,per 100 000 inhabitants,a) time series,fraud,,,1182.8373225565813
2010,per 100 000 inhabitants,a) time series,fraud,,,1198.130733791682
2011,per 100 000 inhabitants,a) time series,fraud,,,1156.9456936634936
2012,per 100 000 inhabitants,a) time series,fraud,,,1186.1922697857733
2013,per 100 000 inhabitants,a) time series,fraud,,,1164.7
2014,per 100 000 inhabitants,a) time series,fraud,,,1199.6
2015,per 100 000 inhabitants,a) time series,fraud,,,1190.1
2016,per 100 000 inhabitants,a) time series,fraud,,,1094.0499138406929
2017,per 100 000 inhabitants,a) time series,fraud,,,1103.2
2018,per 100 000 inhabitants,a) time series,fraud,,,1015.5322198786214
1993,per 100 000 inhabitants,a) time series,burglary in homes,,,281.0309724372089
1994,per 100 000 inhabitants,a) time series,burglary in homes,,,260.19240563801435
1995,per 100 000 inhabitants,a) time series,burglary in homes,,,260.09857938232136
1996,per 100 000 inhabitants,a) time series,burglary in homes,,,240.51998041356794
1997,per 100 000 inhabitants,a) time series,burglary in homes,,,223.25423270934246
1998,per 100 000 inhabitants,a) time series,burglary in homes,,,204.60556522916272
1999,per 100 000 inhabitants,a) time series,burglary in homes,,,183.1062415352953
2000,per 100 000 inhabitants,a) time series,burglary in homes,,,171.90879737054865
2001,per 100 000 inhabitants,a) time series,burglary in homes,,,164.14459744342108
2002,per 100 000 inhabitants,a) time series,burglary in homes,,,159.4425440937004
2003,per 100 000 inhabitants,a) time series,burglary in homes,,,151.1003149941495
2004,per 100 000 inhabitants,a) time series,burglary in homes,,,152.32016160720733
2005,per 100 000 inhabitants,a) time series,burglary in homes,,,134.80470982124103
2006,per 100 000 inhabitants,a) time series,burglary in homes,,,130.56166778733933
2007,per 100 000 inhabitants,a) time series,burglary in homes,,,134.59857905303323
2008,per 100 000 inhabitants,a) time series,burglary in homes,,,133.83600484174772
2009,per 100 000 inhabitants,a) time series,burglary in homes,,,141.15772680340996
2010,per 100 000 inhabitants,a) time series,burglary in homes,,,151.03039628144637
2011,per 100 000 inhabitants,a) time series,burglary in homes,,,165.28494996981192
2012,per 100 000 inhabitants,a) time series,burglary in homes,,,179.41088961618564
2013,per 100 000 inhabitants,a) time series,burglary in homes,,,185.7
2014,per 100 000 inhabitants,a) time series,burglary in homes,,,188.3
2015,per 100 000 inhabitants,a) time series,burglary in homes,,,205.8
2016,per 100 000 inhabitants,a) time series,burglary in homes,,,184.0751334664887
2017,per 100 000 inhabitants,a) time series,burglary in homes,,,141.2
2018,per 100 000 inhabitants,a) time series,burglary in homes,,,117.76933354628376
